event_id,event_type,timestamp,user_id,source,success
10ef1092-850b-4503-9a1a-7e6a40c7c466,upload,2026-02-06T07:43:23.977855,user_6,api,True
f557b563-2edb-4edb-ba19-8a8dedebaf71,logout,2026-02-03T18:28:23.977855,user_15,mobile,True
71ac8cee-1e55-45d2-af75-1d336138bc9a,download,2026-02-03T20:21:23.977855,user_13,mobile,True
46cfbebe-883c-4436-a61b-7c024757a636,upload,2026-02-03T02:48:23.977855,user_30,mobile,True
52ce3c2a-37ee-4471-a60e-fb6a8cf8d735,download,2026-02-04T21:04:23.977855,user_27,mobile,False
4920a11d-5d94-4922-a9e7-f17a75fca0a1,download,2026-02-09T16:07:23.977855,user_7,web,True
2cbdf343-e6bb-4cbb-a1de-a50201c075ba,logout,2026-02-07T18:46:23.977855,user_7,mobile,True
4d552247-3764-4f31-a7d3-94c1a198f955,logout,2026-02-07T19:50:23.977855,user_39,mobile,True
76195ba6-586c-4cdc-8e67-5c144a3ba677,upload,2026-02-04T07:03:23.977855,user_22,api,True
9890cd1f-a9d4-4d4d-8b26-404c698ba42b,upload,2026-02-05T02:03:23.977855,user_13,mobile,True
134d3743-6005-4bc1-9278-24e17f4eeefa,login,2026-02-08T05:40:23.977855,user_48,web,True
16ca20da-4c8d-4c5d-835f-ffcd3853d0d2,login,2026-02-06T06:07:23.977855,user_10,api,True
74ccb31b-5e5f-49ef-83e8-733417a43fc7,download,2026-02-04T20:25:23.977855,user_16,api,True
88b75f95-e2ec-4b06-82fe-b96634c93aa4,upload,2026-02-04T14:08:23.977855,user_48,web,True
74ec8fd9-a6aa-400b-8bb5-7a2a72d94f46,login,2026-02-06T07:59:23.977855,user_20,mobile,True
f820cf20-e852-4a48-997a-7d5b89141f21,login,2026-02-08T04:06:23.977855,user_5,web,True
60fb0500-8dc0-445f-874f-fe6db49fe0a5,login,2026-02-09T17:11:23.977855,user_25,mobile,False
8151b797-bd7a-4a58-aba7-a501c033b07c,login,2026-02-03T06:06:23.977855,user_10,api,True
fdbab21b-44b9-41e1-b98f-975a27cf9b33,logout,2026-02-07T17:21:23.977855,user_45,web,False
99922242-826a-4251-9a5d-53b0b626d89f,download,2026-02-09T00:49:23.977855,user_50,mobile,True
8b1c805b-0f7b-49a3-b9ef-e16a884d5d1d,download,2026-02-08T11:04:23.977855,user_8,web,True
dce9ec30-3193-47e6-82b7-1667b90ec6c0,login,2026-02-06T09:14:23.977855,user_49,api,False
765fe6e1-0786-4e41-ab9b-f54d09f50381,login,2026-02-08T10:07:23.977855,user_20,api,False
0f16cda2-3083-4ba8-8bc9-3cc77b95045f,download,2026-02-06T02:13:23.977855,user_6,web,True
3e04e2a1-6267-4f97-a5bd-c802b1d85548,download,2026-02-04T20:11:23.977855,user_8,api,True
abddb8fa-f6d0-4673-b915-3ac2ecbbbde6,logout,2026-02-04T19:13:23.977855,user_48,web,True
cb55992a-4811-4691-9613-86e5d54a2e99,login,2026-02-08T02:05:23.977855,user_13,api,True
09a18ae5-76d6-48d7-b1c1-f35938c5ea50,logout,2026-02-07T07:13:23.977855,user_11,api,True
0ec83b83-0abf-4ac7-b03a-6a1d00de2b0e,upload,2026-02-07T18:25:23.977855,user_21,api,True
4aec53cc-0f24-4250-b169-0a28dbc57d1e,login,2026-02-06T20:03:23.977855,user_8,api,True
c3cdf95e-e3b2-4cb8-a3a7-1c77b7081d9c,upload,2026-02-08T06:57:23.977855,user_37,web,True
caf668e1-5695-42dc-ba21-1bc49731a7b2,login,2026-02-03T12:07:23.977855,user_6,api,True
54be2113-a8e8-4c86-a897-e5cc73462278,upload,2026-02-05T21:25:23.977855,user_32,api,False
7b9feb17-2521-4063-9cba-fb014bb9bd4b,download,2026-02-09T02:18:23.977855,user_18,web,True
3eebf27a-5f95-4bd4-a5a1-9b3035f0e1d3,download,2026-02-06T19:44:23.977855,user_14,web,True
70d3d02c-6eba-4ce6-b28a-d4ec95b58c0f,logout,2026-02-07T07:11:23.977855,user_34,api,False
bbe82a51-0721-421e-ab6d-47eea3b44a59,login,2026-02-08T18:11:23.977855,user_39,web,True
94c27d29-ea40-4a35-aab9-d564288a8b13,login,2026-02-05T02:55:23.977855,user_11,mobile,False
f7030048-f6e1-43ec-a375-42be6a240257,logout,2026-02-07T14:53:23.977855,user_27,mobile,False
26f2e060-8444-4432-85b7-5c261e41aefa,download,2026-02-08T19:10:23.977855,user_5,mobile,True
9fa91a7a-22c8-4f62-9888-478f397e8dfd,download,2026-02-05T04:46:23.977855,user_22,web,True
be3895db-f994-4092-aa81-d06b3641f127,login,2026-02-07T21:29:23.977855,user_20,web,True
92232f3a-4107-4705-8c75-43d515a28177,download,2026-02-05T14:41:23.977855,user_36,web,True
53acefc1-848a-4e20-a34d-e9357430b41e,login,2026-02-06T05:41:23.977855,user_30,mobile,True
8894a88b-4a54-4a03-a2a3-28dde4810f61,logout,2026-02-03T06:25:23.977855,user_48,web,True
3baf9aa3-1305-452f-b246-4b37e9bf3c56,login,2026-02-04T21:14:23.977855,user_43,web,True
a566bde3-8d71-419c-8268-03d8abec9623,upload,2026-02-08T17:50:23.977855,user_22,mobile,False
bf362ff6-77e9-4604-9b7a-1f1037f561d6,download,2026-02-02T22:34:23.977855,user_3,api,False
80fe2a99-2e18-448e-acc7-f944417352e0,download,2026-02-05T00:30:23.977855,user_25,api,True
e54251fe-115f-4b3d-abbe-14975f6c5ead,logout,2026-02-07T17:28:23.977855,user_17,web,True
d699ec04-9fa9-411f-98bf-7ef691c4e887,logout,2026-02-08T14:28:23.977855,user_48,mobile,True
66a3b727-20fe-40eb-ba3b-6d39e9a01208,logout,2026-02-07T12:50:23.977855,user_1,mobile,True
837a3fd5-44c3-4081-907f-52443fbde8ce,download,2026-02-07T09:37:23.977855,user_1,mobile,True
1b8bfc74-5db4-4526-b9fc-59c059f8ce98,upload,2026-02-08T12:15:23.977855,user_26,web,True
39e05d11-d0a1-4d45-8e9a-188c135c7399,logout,2026-02-08T05:21:23.977855,user_5,mobile,False
84466aa9-bace-4d12-ad7f-4a4b3317db73,login,2026-02-08T03:42:23.977855,user_27,api,True
f450dfee-cb4a-401a-b407-3094a6c8f90b,download,2026-02-09T14:56:23.977855,user_47,web,True
722b516b-e097-4c1b-97fc-97ea1a6853d1,logout,2026-02-05T12:49:23.977855,user_6,api,False
04b4d30c-be52-4b33-b967-fff3f3437b10,upload,2026-02-09T04:10:23.977855,user_9,web,True
143553a7-4a48-436e-b618-2637cfd2e80c,logout,2026-02-05T20:41:23.977855,user_16,mobile,False
91c33051-320d-43dd-af63-5673efaaaf80,upload,2026-02-08T06:39:23.977855,user_7,web,True
e76c50fa-7fcd-4a2a-8fd6-2bf4bf3d5de8,login,2026-02-04T19:38:23.977855,user_14,mobile,True
0cd677b6-5627-42be-92cc-44233f861dd9,login,2026-02-06T13:43:23.977855,user_7,web,True
476db54c-68d9-420e-abc5-fa090d394575,upload,2026-02-07T16:12:23.977855,user_21,api,True
f585586b-935b-4b5d-b073-4cf1177d8d3f,download,2026-02-06T09:48:23.977855,user_50,web,True
96d13d5c-2000-4b03-84f4-17df2efb7efc,download,2026-02-04T01:52:23.977855,user_43,mobile,True
d17103f9-4386-4966-a9a7-d060b37207bd,upload,2026-02-07T17:57:23.977855,user_1,api,True
56a594d7-47de-4f4e-8b59-013860faefc1,login,2026-02-03T10:37:23.977855,user_49,mobile,True
5867fb28-930a-4077-b6c6-6d5db9fea64b,upload,2026-02-09T09:20:23.977855,user_21,api,True
ce022be5-5386-411e-944e-b73556267b79,download,2026-02-09T08:03:23.977855,user_21,mobile,True
c175062d-c561-408c-a6a5-03d597ebcf49,upload,2026-02-09T05:29:23.977855,user_12,api,True
6347a288-0843-4a7f-a2fa-323b7ec24074,logout,2026-02-03T06:55:23.977855,user_19,web,True
b12b7d0b-14b4-4b69-b46e-364466fa4a47,download,2026-02-04T10:50:23.977855,user_31,mobile,False
a2121ff4-eb6b-492e-99aa-cb0edfe8d3e0,download,2026-02-04T08:51:23.977855,user_30,web,True
e7f9c2a7-a68e-4168-8901-6da8418ebe00,download,2026-02-09T09:51:23.977855,user_45,web,True
3d88bdf7-4ad5-42a9-bd37-333f09faece1,upload,2026-02-04T09:34:23.977855,user_14,mobile,False
0fc863a8-bfdb-40ba-a270-3a2c1ba202c5,logout,2026-02-03T00:51:23.977855,user_42,api,False
3df5fbfd-a4ba-4666-9c7b-ee7a71ce5179,upload,2026-02-08T11:02:23.977855,user_33,mobile,True
6320e169-8f8f-41f8-bc71-a6a90352e875,logout,2026-02-03T08:06:23.977855,user_37,mobile,False
3e73c874-12ef-47c9-831b-6ca404921496,download,2026-02-07T00:49:23.977855,user_20,web,True
5c00b2ff-d6a3-4c8e-af51-d2106c7844ab,logout,2026-02-07T19:42:23.977855,user_34,mobile,False
58c328ea-c08b-4136-9cbb-810413aa2846,login,2026-02-07T11:46:23.977855,user_15,api,True
62791aed-98d5-4837-979e-d7f00ffc2bff,download,2026-02-07T17:28:23.977855,user_19,web,True
db4cd546-f170-4098-951a-27186cd18050,download,2026-02-08T16:01:23.977855,user_30,api,True
431926d9-ce72-4229-a79f-3921bf28cbe7,download,2026-02-06T21:52:23.977855,user_30,web,True
26054ea6-9e4c-424a-b760-8bef498aff8d,logout,2026-02-04T00:47:23.977855,user_23,api,True
1a516c6f-754d-4bf6-a2c0-cf7f55dd95eb,download,2026-02-08T20:06:23.977855,user_10,api,False
8473e238-20cf-4682-95a6-3069a4965bb7,login,2026-02-03T00:06:23.977855,user_22,api,True
cc0d32cc-1e9a-4c13-a758-f88b07f9fd81,download,2026-02-05T10:46:23.977855,user_32,mobile,True
97a6ea8b-6be8-4860-992b-63b545f203a3,upload,2026-02-05T16:10:23.977855,user_38,web,True
48a6abc9-4dd3-4c94-aae4-c11ecb6ede56,login,2026-02-07T09:50:23.977855,user_50,mobile,True
cf61d5f0-4d90-463e-8fb3-6e1e3c822215,logout,2026-02-05T02:42:23.977855,user_50,web,False
cd678b38-e4c1-495e-95e9-41774ee19b36,logout,2026-02-04T07:07:23.977855,user_11,web,True
ee120255-755f-4f23-bc35-17dd4a205e90,login,2026-02-05T20:56:23.977855,user_7,api,True
e676be74-d5b3-45ef-aa0d-d179e22f42be,login,2026-02-08T02:28:23.977855,user_7,web,True
b8abc34b-ed71-4843-84a2-05029a9d60f6,login,2026-02-07T00:35:23.977855,user_39,api,True
13600b33-147f-4f02-866e-7af38ba0b35e,login,2026-02-07T18:50:23.977855,user_33,mobile,True
45edcef7-19e7-4834-a472-a2e34104a508,upload,2026-02-03T13:19:23.977855,user_6,mobile,False
eac47a56-f356-4585-86de-673bc6faea0e,download,2026-02-06T22:22:23.977855,user_16,mobile,True
06eb20c5-8396-4901-9672-452134f54bbe,upload,2026-02-03T18:43:23.977855,user_47,api,True
23aabbe7-3c34-46cf-83e0-31526ea6f9c5,upload,2026-02-07T06:53:23.977855,user_38,web,True
ca587b61-d786-40e5-b75d-484aacce784c,logout,2026-02-03T01:38:23.977855,user_17,mobile,False
bed5d29c-9dc0-4ee8-887d-72d9b78dbdc3,download,2026-02-03T18:03:23.977855,user_29,web,True
31338ead-8bed-4f8b-b023-7291b53e5fb8,login,2026-02-03T06:38:23.977855,user_6,mobile,True
adedaa2e-5feb-4f78-83f3-f28138e8e80f,upload,2026-02-05T20:52:23.977855,user_36,web,False
bd7ecef7-d25d-4df5-91f1-9255913cf34e,download,2026-02-06T13:42:23.977855,user_29,api,True
93b267bf-77ac-433d-8554-a91294a5de3b,logout,2026-02-05T23:13:23.977855,user_41,web,False
f40c64cb-6bf5-492b-8b6a-71e101052682,download,2026-02-03T11:22:23.977855,user_9,mobile,True
2e61a542-2bdb-4339-b61a-bb69e5cfd9fd,login,2026-02-07T09:33:23.977855,user_48,mobile,True
6e6a6173-c7f4-44a9-a785-54564d607ed2,logout,2026-02-09T06:40:23.977855,user_4,mobile,True
b79dce46-5f4f-4c40-8219-2a507872094a,login,2026-02-09T16:25:23.977855,user_22,api,True
10097bad-bb6a-43d0-a91f-61fecad4d1fa,download,2026-02-04T03:56:23.977855,user_44,mobile,True
845158c2-0f09-4b66-9cad-bd9e3e01a9c7,logout,2026-02-06T13:29:23.977855,user_48,mobile,False
3f73da38-e018-470e-97e0-3baf83cc7dc1,login,2026-02-08T20:35:23.977855,user_14,web,True
a24e0a76-10e4-43aa-a295-3fe341933746,upload,2026-02-03T16:31:23.977855,user_35,mobile,True
c86b7cb4-46b6-4731-959b-94cf2d155aea,login,2026-02-05T08:05:23.977855,user_17,web,True
63cb232c-144f-4ee4-a8ec-7e7f7c646388,upload,2026-02-04T16:00:23.977855,user_12,mobile,True
bb2d42f7-4c44-4f2a-9db2-ad867a05fb54,upload,2026-02-08T08:04:23.977855,user_2,api,True
bf27b369-fc49-4cbb-ac65-8c8594cc6c0c,download,2026-02-03T15:27:23.977855,user_1,web,True
46baf793-eed6-49de-997f-00700386a8a9,login,2026-02-07T11:38:23.977855,user_22,web,False
64e43564-42cb-4f6c-a8a3-ef7a86d4d56a,logout,2026-02-03T19:06:23.977855,user_17,mobile,False
6f2a614b-4f8e-4f08-b9cf-3487156c06ce,upload,2026-02-05T08:33:23.977855,user_3,api,True
e153e792-80e0-4a9b-aca6-afa93e76d6c9,logout,2026-02-05T14:15:23.977855,user_45,api,False
f32b1cee-115b-45ec-9f69-452426b82ee4,upload,2026-02-03T04:58:23.977855,user_1,api,True
ea247599-7e07-4b5c-96ca-8ea144063292,upload,2026-02-04T14:33:23.977855,user_30,api,True
ac29eda9-e160-4ac5-bea8-9d1ed976f965,login,2026-02-06T02:25:23.977855,user_19,web,False
83b4ac76-3d67-410a-96d8-0aec7e65eb55,logout,2026-02-07T23:09:23.977855,user_14,web,True
a388e23e-162d-496a-86c3-c338ab28de89,download,2026-02-04T00:11:23.977855,user_35,mobile,True
665f0754-29c4-4f65-80af-86f6d945910d,logout,2026-02-09T04:19:23.977855,user_50,mobile,True
37a1e6e6-5b9b-45a4-bd80-868f7971dd54,upload,2026-02-08T01:51:23.977855,user_48,api,True
12af441a-65ec-4045-be7d-75f9cfb1420f,upload,2026-02-09T13:00:23.977855,user_39,mobile,False
66c714a8-2f7c-49af-af2b-93b0d5a88b8c,download,2026-02-06T12:27:23.977855,user_32,api,True
f0b8a563-11ae-46aa-ae70-20c066d2c9dd,download,2026-02-09T10:18:23.977855,user_30,web,True
d6da3a08-e013-43a7-980a-e55257f962e2,login,2026-02-06T15:49:23.977855,user_46,api,True
3ebd9075-84cf-4d38-96f4-aae040a3fb76,login,2026-02-07T13:20:23.977855,user_4,web,True
9c1c49ed-8a50-4789-b4f6-020146e7b28e,logout,2026-02-07T07:37:23.977855,user_6,api,False
5b8352fe-8629-4330-b605-a87ab55bab26,download,2026-02-07T08:28:23.977855,user_29,mobile,True
50749480-b3cc-4ae9-8b89-d1b81150beb8,download,2026-02-07T00:24:23.977855,user_38,mobile,True
ce5ae12d-733f-4d5b-b8bc-b75e1965a319,logout,2026-02-08T06:58:23.977855,user_25,mobile,True
388e8ab2-2cf4-43b7-93cd-6c5050f5cfcd,logout,2026-02-04T11:32:23.977855,user_20,api,True
d73ba0e8-9e87-46f0-b882-14c095b36c3c,login,2026-02-09T05:09:23.977855,user_32,web,True
e3030e66-e5f6-41d9-86a1-fe4621aecb82,upload,2026-02-09T18:44:23.977855,user_24,web,False
bc5d986a-dc12-44b0-8d8a-6552ee1013c6,download,2026-02-04T03:51:23.977855,user_34,mobile,True
6e98869f-d10e-405f-a87d-3726e0520094,login,2026-02-07T20:16:23.977855,user_11,mobile,False
d015b417-81d6-416c-aa5d-3e57b717faca,login,2026-02-06T10:12:23.977855,user_42,api,True
dc67f88e-58df-420f-b4da-491b9d2a1440,download,2026-02-07T10:05:23.977855,user_8,web,True
ea4f4478-c230-43df-9240-60e52c53944c,download,2026-02-08T06:42:23.977855,user_28,web,False
5b71801f-55c1-4067-852e-bc78b158f066,upload,2026-02-09T15:29:23.977855,user_19,api,False
62fb2b10-d8b1-4826-ac44-527c168a1484,upload,2026-02-03T05:02:23.977855,user_31,web,True
64461bbc-32f0-44e9-973c-187343352cec,login,2026-02-03T18:15:23.977855,user_9,api,True
19c91b7a-5a23-47e3-a5bb-2faddff42b95,logout,2026-02-03T17:12:23.977855,user_1,mobile,False
6b695ba9-4467-43ba-b6ec-5d141398ac19,login,2026-02-06T17:58:23.977855,user_9,api,True
c1bafb75-b8a3-43d6-9041-aed1f55284f5,logout,2026-02-09T02:44:23.977855,user_8,mobile,True
ca7ca704-7945-4532-b449-1e49d01cf525,logout,2026-02-04T08:16:23.977855,user_38,mobile,True
43dc7094-ba7c-46d1-999b-1ba173740aec,login,2026-02-06T15:00:23.977855,user_11,web,True
17991868-4710-45e5-8d2c-0f2a718c93e5,download,2026-02-08T03:05:23.977855,user_49,api,True
f7ab0bac-0f25-4543-b60e-916293c176bc,login,2026-02-06T01:41:23.977855,user_45,mobile,True
a8f9a0dd-1310-4bfa-9f63-237efead96ac,upload,2026-02-03T20:18:23.977855,user_49,web,False
e4ac19cf-79f9-42d9-8809-05e8c4cb5149,login,2026-02-07T02:51:23.977855,user_29,web,False
0712609f-0db5-49e6-aa84-de1b7a71c491,login,2026-02-05T03:42:23.977855,user_29,web,False
1cc43d23-9b6a-4171-ad23-b0ecda99992a,download,2026-02-07T08:59:23.977855,user_3,mobile,True
963569f9-6b3e-4ed0-babf-a45cb608fc6d,login,2026-02-04T02:43:23.977855,user_24,mobile,False
b88ab5c9-c14b-4949-9f88-fff556431596,logout,2026-02-06T01:08:23.977855,user_20,api,False
69e41cd5-4b6b-4e73-b13b-280480f5bec7,upload,2026-02-09T19:11:23.977855,user_6,web,True
9a25b13f-cb95-445b-8380-7492e4c0d196,logout,2026-02-03T22:51:23.977855,user_4,web,True
df55f064-d95a-4e59-b8a6-eed910491d8b,login,2026-02-06T01:26:23.977855,user_46,mobile,True
dededb6d-8dee-48bc-a7c7-7e90c4bbafcf,upload,2026-02-07T08:40:23.977855,user_47,mobile,False
20e92584-ac16-452a-8f71-deda2914edf3,upload,2026-02-09T03:23:23.977855,user_38,web,True
dad5abec-0c00-4a3f-92cd-9501c92f5154,logout,2026-02-05T06:12:23.977855,user_47,api,True
75c742dc-e752-41c4-b930-1cfc30cf535d,upload,2026-02-03T02:58:23.977855,user_42,api,True
cfb32ff4-94d4-4b90-b791-b26ec173dcc2,login,2026-02-03T22:56:23.977855,user_16,web,False
b6cd498e-cf5d-4bfb-b5ce-691e784c155a,upload,2026-02-04T02:58:23.977855,user_2,web,True
46be3248-ad7a-42bb-b4fa-8849afecbc10,logout,2026-02-05T08:47:23.977855,user_47,mobile,True
ae38c508-3fcc-42a0-a594-1fb46a30a62c,login,2026-02-07T09:40:23.977855,user_38,api,False
571a5986-81c1-4a32-91e8-35846d4968e9,download,2026-02-07T08:41:23.977855,user_11,mobile,True
afbe8f7d-b70d-4d0f-9ffe-fa03becb456c,logout,2026-02-09T13:19:23.977855,user_2,api,True
e4453bd6-e08d-49e7-b10f-2945d60d97e5,login,2026-02-05T15:39:23.977855,user_19,web,True
ca626511-54e1-4d6c-a6b6-e2762930db53,login,2026-02-03T02:05:23.977855,user_5,api,True
90fceb73-fdd2-4d34-9b46-f2193f3f4609,logout,2026-02-03T09:47:23.977855,user_23,api,False
672b8d5b-ac12-4d02-a834-34ad75914acd,download,2026-02-04T05:38:23.977855,user_26,mobile,True
8d68e1ec-a9be-4334-9931-f4a17ece38ed,download,2026-02-03T20:42:23.977855,user_1,api,True
cbb45e0e-3f70-4b7b-9d4f-bb7fc58e5f1a,upload,2026-02-08T10:22:23.977855,user_31,web,True
e74bc3ed-4107-4c96-bb9e-0b48f1ec80d3,download,2026-02-09T08:38:23.977855,user_36,web,True
41fed179-40f4-4f7e-b021-7fa36bb54ec1,download,2026-02-04T21:04:23.977855,user_44,api,True
143c87cc-9cb3-44f2-a1a4-700a3b65c3a3,logout,2026-02-05T02:53:23.977855,user_32,api,True
49816123-48c1-406d-b318-2392ba3404f8,login,2026-02-03T13:40:23.977855,user_41,api,True
ced1fa64-d27c-483f-a6c2-ad7f662d82a8,logout,2026-02-03T10:57:23.977855,user_20,mobile,True
ca554b48-6cc3-479b-9b54-88209d870bdc,upload,2026-02-09T15:45:23.977855,user_11,api,True
d0316747-c77e-4f02-b883-e3e19645a6ef,download,2026-02-05T22:29:23.977855,user_35,web,True
ea2a7319-869f-4990-81bb-aa92bce0cdda,login,2026-02-05T21:15:23.977855,user_15,mobile,True
1717789d-1884-4be6-bb97-eeea5c52a5b1,logout,2026-02-07T10:58:23.977855,user_38,web,True
e3b6ae5c-e932-4b04-b411-70c1f1a52a0b,upload,2026-02-03T15:41:23.977855,user_45,mobile,True
88f9609c-5a0a-4bcf-bb5d-a5a127b13413,upload,2026-02-06T17:49:23.977855,user_49,mobile,True
8b676884-5413-457b-b3c4-32d1a6769a28,upload,2026-02-04T05:30:23.977855,user_21,api,True
8c597268-023c-4a1b-ade9-91941e226c38,login,2026-02-07T10:44:23.977855,user_14,api,True
169a2311-47eb-4a88-8449-1cbdd28c1f0f,download,2026-02-07T10:18:23.977855,user_43,api,True
1e835d10-093d-4a76-9056-175afec9a976,download,2026-02-04T14:22:23.977855,user_4,web,True
4ea4504e-c672-4a5b-8ee7-e22489c67f3c,upload,2026-02-07T16:30:23.977855,user_1,api,True
7a8432a5-3034-4c69-9629-2b3625735a0d,upload,2026-02-03T12:14:23.977855,user_4,web,True
e683e62a-5a0e-401d-84ae-534e03fc3d2b,upload,2026-02-09T13:10:23.977855,user_6,api,True
e9cad396-44f2-4a0d-9939-c53b1de8f8d9,upload,2026-02-04T15:05:23.977855,user_22,web,True
e57d4e58-bd5d-4c02-8454-c8df6e3dbdf5,upload,2026-02-08T18:22:23.977855,user_33,web,True
cc6141e9-5153-4f95-b3c0-cc2797f37460,login,2026-02-04T06:28:23.977855,user_3,web,True
cef4d506-7b10-4b93-be35-280e3691edbf,login,2026-02-03T14:39:23.977855,user_8,mobile,False
ced5215a-e977-41b3-997e-71f6ae2966dd,login,2026-02-03T17:13:23.977855,user_35,web,True
961fbae8-4118-497a-a18a-0bb2358ed362,upload,2026-02-05T04:59:23.977855,user_37,web,True
33adacee-2c3c-49dc-8deb-a44605f571ae,logout,2026-02-07T12:38:23.977855,user_17,api,True
ccfddec4-565a-4279-95aa-a82140610597,upload,2026-02-08T13:14:23.977855,user_4,mobile,False
6f05c3bd-16ce-4005-8f08-736d8774dc8b,login,2026-02-06T08:00:23.977855,user_36,api,False
60356a79-2148-428b-8cf6-0ad3da1f916a,logout,2026-02-08T01:33:23.977855,user_31,web,True
80fc054e-9a91-4bc1-81cc-85c778dac3a6,login,2026-02-08T06:51:23.977855,user_20,web,True
3dc9831e-25ef-4bf5-b06a-a69a6898bda3,upload,2026-02-07T04:13:23.977855,user_15,mobile,True
44c0b92d-62b0-449b-8319-17d65ebbd5d2,upload,2026-02-06T17:21:23.977855,user_46,mobile,False
99199672-6e0c-40d8-a1fb-28134c1d067d,logout,2026-02-06T06:49:23.977855,user_15,web,True
9adcabb8-4a57-4f8e-bd35-5ab7ffdad834,download,2026-02-03T14:22:23.977855,user_44,mobile,True
fd163641-2f7f-48d3-9626-1c4f32382842,download,2026-02-06T11:00:23.977855,user_19,mobile,False
c20314f8-2acd-435d-93c5-9e878a48b707,upload,2026-02-06T12:06:23.977855,user_31,api,True
75aeb246-50ca-42d2-816b-b1ada4cbde33,logout,2026-02-09T16:00:23.977855,user_8,web,False
587fb96a-978d-4acc-8fbb-2582a150d76f,login,2026-02-06T21:23:23.977855,user_2,web,False
ec240aaf-ee51-446f-bfce-8cb5d085a4f9,download,2026-02-04T15:52:23.977855,user_12,api,True
88ebd6b2-1c6c-4599-ba75-59f15684bc9d,upload,2026-02-05T22:51:23.977855,user_11,web,False
778cab97-890c-4334-9f91-964dede098d2,upload,2026-02-08T12:13:23.977855,user_36,api,True
3ea4b153-a8d1-464b-9ae6-3d9ee707b5a7,upload,2026-02-09T00:14:23.977855,user_19,mobile,True
c4ff32c0-e50f-45da-baae-685a3bfd55ab,download,2026-02-03T16:38:23.977855,user_35,mobile,True
d41f17af-42ca-4699-8ce2-066c1e13a5b9,download,2026-02-06T23:50:23.977855,user_43,web,True
bc858603-66d4-4010-921d-c8594df66403,upload,2026-02-06T16:49:23.977855,user_19,api,True
d43728d2-4a19-4214-9100-7789d2631510,download,2026-02-09T02:42:23.977855,user_17,web,True
40b8fc2c-c71c-4511-9cd5-971bf2c173e8,download,2026-02-03T23:26:23.977855,user_38,api,True
d860ad24-88b9-472b-874e-953585b891b8,login,2026-02-07T00:03:23.977855,user_25,api,True
8c1a96a2-1f09-4fa0-9bdf-07ebf6e2eccd,login,2026-02-03T01:09:23.977855,user_44,api,True
fd843a4c-9085-4f15-a2ef-e0422e885e0f,download,2026-02-08T03:56:23.977855,user_36,web,True
696ab263-6dfa-4d97-8720-437ac9932611,download,2026-02-02T22:11:23.977855,user_8,mobile,False
2c53af33-22f7-4b83-8c74-61b617cace9f,upload,2026-02-04T23:37:23.977855,user_42,api,True
8a6d28d6-fe78-4b99-8b4b-e97392bc47f9,login,2026-02-09T03:00:23.977855,user_40,api,True
d28e7e25-0c5c-47fd-9a0b-09a5cfd728a8,upload,2026-02-08T10:32:23.977855,user_32,web,False
401f40f7-916f-449b-a4fc-b1e4936c0749,login,2026-02-06T04:45:23.977855,user_25,mobile,False
71675464-f11f-4fb4-b284-05bb727f6e2d,upload,2026-02-08T22:38:23.977855,user_27,api,True
